id,inum_id,cbu,sku,qty,mrp
230,9533038114,LCNB1R0,LCLE4,2,0
231,9533038114,LCRA1R0,LCRH7,2,0
232,9533038114,LCRC1R0,LCRH6,2,0
233,9533038114,LCRO1R1,LCRH5,2,0
234,9533038114,LCST1R0,LCTZ9,1,0
235,9533038114,LCTU1R0,LCTY2,1,0
236,9533038114,LCUZ100,LCUZ1,1,0
237,9533038114,LCVZ100,LCVZ1,1,0
238,9533038114,LCWZ100,LCWZ1,1,0
239,9533038114,LCXZ100,LCXZ1,1,0
240,9533038114,LDAC100,LDAC1,2,0
241,9533038114,LDAE100,LDAE1,1,0
242,9533038114,LEBA1R2,LEBG2,2,0
243,9533038114,LEBB1R6,LEBG4,1,0
244,9533038114,LEBB1R7,LEBG6,1,0
245,9533038114,LEBC1R2,LEBG3,2,0
246,9533038114,LEBE1R1,LEBC5,2,0
247,9533038114,LEBF1R1,LEBC4,1,0
248,9533038114,LEBR1R1,LEBC6,1,0
249,9533038114,LEBR1R1,LEBC6,1,0
250,9533038114,LECA1R1,LEBG5,1,0
251,9533038114,LECB1R0,LEBF8,1,0
252,9533038114,LEQF1R2,LELJ0,1,0
253,9533038114,LEQG1R2,LELI0,1,0
254,9533038114,LEQI1R2,LELN0,1,0
255,9533038114,LEQJ1R3,LEQJ3,1,0
256,9533038114,LEQK1R3,LEQK3,1,0
257,9533038114,LEQO1R3,LEQO3,1,0
258,9533038114,LEQX1R3,LEQX2,1,0
259,9533038114,LEQY1R3,LEQY2,1,0
260,9533038114,LERE1R3,LERE2,1,0
261,9533038114,LERO1R2,LELL0,1,0
262,9533038114,LFME1R0,LFME0,1,0
263,9533038114,LFMF1R0,LFMF0,1,0
264,9533038114,LFMG1R0,LFMG0,1,0
265,9533038114,LFMN1R0,LFMN2,1,0
266,9533038114,LFMO1R0,LFMO2,1,0
267,9533038114,LFMQ1R0,LFMQ4,1,0
268,9533038114,LFMR1R0,LFMR4,1,0
269,9533038114,LFMS1R0,LFMS4,1,0
270,9533038114,LFOJ1R1,LFOL4,1,0
271,9533038114,LFOK1R1,LFOL3,1,0
272,9533038114,LFWW1R1,LCTZ3,1,0
273,9533038114,LFWX1R1,LCTZ4,1,0
274,9533038114,LFWY1R1,LCTZ2,1,0
275,9533038114,LGBA2R0,LGBA0,1,0
276,9533038114,LGZA100,LGZA1,1,0
277,9533038114,LGZB100,LGZB1,1,0
278,9533038114,LGZC100,LGZC1,1,0
279,9533038114,LGZD100,LGZD1,1,0
280,9533038114,LGZE100,LGZE1,1,0
281,9533038114,LIOA1R2,LIPG3,2,0
282,9533038114,LIOB1R2,LIPG4,2,0
283,9533038114,LIOE1R1,LIPE3,2,0
284,9533038114,LIOF1R2,LIPH5,2,0
285,9533038114,LJSC1R3,LJSC5,3,0
286,9533038114,LLOF1R0,LLOF0,4,0
287,9533038114,LLOF1R0,LLOF0,2,0
288,9533038114,LLOG1R0,LLOG0,6,0
289,9533038114,LLOH1R0,LLOH0,6,0
290,9533038114,LLOI1R0,LLOI0,2,0
291,9533038114,LLOI1R0,LLOI0,4,0
292,9533038114,LLOK1R0,LLOK0,6,0
293,9533038114,LLOL1R0,LLOL0,6,0
294,9533038114,LLRM1R0,LLRM0,1,0
295,9533038114,LLRO1R0,LLRO0,1,0
296,9533038114,LLRP1R0,LLRP0,1,0
297,9533038114,LLUT1R0,LLUT2,1,0
298,9533038114,LLUX1R1,LLVR3,1,0
299,9533038114,LLVI1R1,LLVR9,1,0
300,9533038114,LMMC1R7,LMMO8,1,0
301,9533038114,LMMD1R6,LMMO9,1,0
302,9533038114,LMMH1R5,LMMP0,1,0
303,9533038114,LMMP1R0,LMMP8,1,0
304,9533038114,LMMW1R1,LMMO6,1,0
305,9533038114,LNWA100,LNWA1,6,0
306,9533038114,LPRI1R5,LPRI6,4,0
307,9533038114,LPRJ1R7,LPRK0,3,0
308,9533038114,LPTC100,LPTC1,2,0
309,9533038114,LSEL1R6,LSEL0,3,0
310,9533038114,LSEM1R6,LSEM0,2,0
311,9533038114,LSEN1R5,LSEN4,3,0
312,9533038114,LSEP1R4,LSEP3,2,0
313,9533038114,LSEP1R5,LSEP0,1,0
314,9533038114,LSEP1R5,LSEP0,1,0
315,9533038114,LSEQ1R3,LSEQ3,4,0
316,9533038114,LSEW1R3,LSEW3,2,0
317,9533038114,LSEZ100,LSEZ1,2,0
318,9533038114,LSFU100,LSFU1,1,0
319,9533038114,LWFA1R0,LWGA0,1,0
320,9533038114,LWFC1R0,LWGC0,1,0
321,9533038114,LWFD1R0,LWGD0,1,0
322,9533038114,LWGM1R0,LWGM3,1,0
323,9533038114,MPFA100,MPFA1,2,0
324,9533038114,MPFB100,MPFB1,2,0
325,9533038114,MPFC100,MPFC1,2,0
326,9533038114,MPFD100,MPFD1,2,0
327,9533038114,MPFE100,MPFE1,2,0
328,9533038114,MPFF100,MPFF1,2,0
329,9533038114,MPFG100,MPFG1,2,0
330,9533038114,MPFI100,MPFI1,2,0
331,9533038114,NERB1R2,NERB3,12,0
332,9533038114,OEZA100,OEZA1,6,0
333,9533038114,PDEZ100,PDEZ1,1,0
334,9533038114,PFLA100,PFLA1,1,0
335,9533038114,PFLB100,PFLB1,1,0
336,9533038114,PXYA100,PXYA1,1,0
337,9533038114,PXYB100,PXYB1,1,0
338,9533038114,PXYE100,PXYE1,1,0
339,9533038114,PXYG100,PXYG1,1,0
340,9533038114,PXYI100,PXYI1,1,0
341,9533038114,PXYJ100,PXYJ1,1,0
342,9533038114,QDEB1R0,QDEB4,24,0
343,9533038114,QDEC1R0,QDEC0,5,0
344,9533038114,RCCM5R0,RCCN6,3,0
345,9533038114,RCCM7R0,RCCM0,3,0
346,9533038114,RCCM8R2,RCCN0,3,0
347,9533038114,RCCO1R0,RCCE0,12,0
348,9533038114,RCCP1R0,RCCD8,12,0
349,9533038114,RCCQ1R0,RCCD9,12,0
350,9533038114,RCCR1R0,RCCD7,12,0
351,9533038114,RCCS1R0,RCCD0,6,0
352,9533038114,RCCU1R0,RCCD6,6,0
353,9533038114,RXEA100,RXEA1,1,0
354,9533038114,RXLD100,RXLD1,1,0
355,9533038114,RXLE100,RXLE1,1,0
356,9533038114,RXLF100,RXLF1,1,0
357,9533038114,RXLH100,RXLH1,1,0
358,9533038114,RXLK100,RXLK1,1,0
359,9533038114,RXLL100,RXLL1,1,0
360,9533038114,RXLM100,RXLM1,1,0
361,9533038114,RXLN100,RXLN1,1,0
362,9533038114,SELH1R0,SELH2,2,0
363,9533038114,SLCA1R0,SLCA0,1,0
364,9533038114,SLCA1R0,SLCA0,1,0
365,9533038114,SLCB1R0,SLCB0,2,0
366,9533038114,SLCD1R0,SLCD0,2,0
367,9533038114,SNCX100,SNCX1,3,0
368,9533038114,SNCY100,SNCY1,3,0
369,9533038114,SNCZ100,SNCZ1,3,0
370,9533038114,SVCA100,SVCA1,1,0
371,9533038114,SVCB100,SVCB1,1,0
372,9533038114,SVCC100,SVCC1,1,0
373,9533038114,SVCD100,SVCD1,1,0
374,9533038114,SVCF100,SVCF1,1,0
375,9533038114,TWNX2R0,TWNX5,1,0
376,9533038114,TWNX3R0,TWNX4,1,0
377,9533038114,TWNY1R0,TWNY0,1,0
378,9533038114,TWNZ1R0,TWNZ0,1,0
379,9533038114,TWNZ4R0,TWMA8,1,0
380,9533038114,TWNZ6R0,TWMA2,1,0
381,9533038114,TWNZ7R0,TWMA3,1,0
382,9533038114,TWNZ9R0,TWMA5,1,0
383,9533038114,TWOX1R0,TWOX0,1,0
384,9533038114,TWOY1R0,TWOY0,1,0
385,9533038114,TWPR1R1,TWUX4,1,0
386,9533038114,TWPT1R1,TWUW4,1,0
387,9533038114,TWQP1R1,TWUW7,1,0
388,9533038114,TWQU1R1,TWUW8,1,0
389,9533038114,TWRN1R1,TWUX3,1,0
390,9533038114,TWRO1R0,TWRO0,1,0
391,9533038114,TWST1R0,TWST0,1,0
392,9533038114,TWTX1R0,TWTX2,1,0
393,9533038114,TWUW1R1,TWUW2,1,0
394,9533038114,TWUX1R0,TWUX2,1,0
395,9533038114,TWWN1R0,TWWN2,1,0
396,9533038114,TWWQ1R0,TWWQ2,1,0
397,9533038114,TWXG1R0,TWXG2,1,0
398,9533038114,TWXP1R0,TWXP2,1,0
399,9533038114,UELB1R0,UELB0,2,0
400,9533038114,UGMA100,UGMA1,6,0
401,9533038114,UGSA100,UGSA1,1,0
402,9533038114,UGSB100,UGSB1,1,0
403,9533038114,UGSC100,UGSC1,1,0
404,9533038114,UGSD100,UGSD1,1,0
405,9533038114,UGSE100,UGSE1,1,0
406,9533038114,UGSF100,UGSF1,1,0
407,9533038114,UGSG100,UGSG1,1,0
408,9533038114,UGSI100,UGSI1,1,0
409,9533038114,UGSJ100,UGSJ1,1,0
410,9533038114,UGSK100,UGSK1,1,0
411,9533038114,UGSL100,UGSL1,1,0
412,9533038114,ULLB2R0,ULLB0,1,0
413,9533038114,ULLB4R0,ULLC9,1,0
414,9533038114,ULMM1R2,ULMM2,12,0
415,9533038114,UMUD1R2,UMUZ6,12,0
416,9533038114,UMUD2R2,UMUZ5,12,0
417,9533038114,UMUD3R3,UMUY4,12,0
418,9533038114,UMUD4R2,UMUZ7,12,0
419,9533038114,UMUG1R2,UMUZ9,2,0
420,9533038114,UMUI1R2,UMUZ8,2,0
421,9533038114,UMUL1R1,UMUY2,2,0
422,9533038114,UMUL1R3,UMUY3,2,0
423,9533038114,UMUS1R0,UMUI2,1,0
424,9533038114,UMUT1R0,UMUH0,1,0
425,9533038114,UMUU1R0,UMUD0,1,0
426,9533038114,UMUW1R0,UMUB0,1,0
427,9533038114,UMWY1R1,UMUZ3,6,0
428,9533038114,VSPA100,VSPA1,6,0
429,9533038114,VSSM100,VSSM1,3,0
430,9533038114,VSSM100,VSSM1,1,0
431,9533038114,WCTJ1R0,WCTJ0,5,0
432,9533038114,WCTX100,WCTX1,2,0
433,9533038114,XFBC100,XFBC1,1,0
434,9533038114,XFBD100,XFBD1,1,0
435,9533038114,XGPA1R0,XGPA2,4,0
436,9533038114,XICB100,XICB1,1,0
437,9533038114,XICC100,XICC1,1,0
438,9533038114,XICE100,XICE1,1,0
439,9533038114,XICF100,XICF1,1,0
440,9533038114,XICG100,XICG1,1,0
441,9533038114,XICH100,XICH1,1,0
442,9533038114,XICI100,XICI1,1,0
443,9533038114,XICJ100,XICJ1,1,0
444,9533038114,XICK100,XICK1,1,0
445,9533038114,XICL100,XICL1,1,0
446,9533038114,XICM100,XICM1,1,0
447,9533038114,XICN100,XICN1,1,0
448,9533038114,XICO100,XICO1,1,0
449,9533038114,XICP100,XICP1,1,0
450,9533038114,XICQ100,XICQ1,1,0
451,9533038114,XICR100,XICR1,1,0
452,9533038114,XICS100,XICS1,1,0
453,9533038114,XPBA100,XPBA1,1,0
454,9533038114,XPBB100,XPBB1,1,0
455,9533038114,XPBC100,XPBC1,1,0
456,9533038114,XPBD100,XPBD1,1,0
457,9533038114,YIKB100,YIKB1,1,0
458,9533038114,YIKB100,YIKB1,3,0
459,9533038114,YVCA100,YVCA1,1,0
460,9533038114,YVCB100,YVCB1,1,0
461,9533038114,YVCC100,YVCC1,1,0
462,9533038114,YVCD100,YVCD1,1,0
463,9533038114,YVCE100,YVCE1,1,0
464,9533038114,YVCF100,YVCF1,1,0
465,9533046999,LFWP1R1,LFWR2,2,0
466,9533046999,LFWQ1R1,LFWR3,2,0
467,9533046999,LKCB1R2,LKCB0,1,0
468,9533046999,LPRA1R6,LPRJ0,1,0
469,9533046999,LPRB1R0,LPRF0,4,0
470,9533046999,LSES1R2,LSEZ3,2,0
471,9533046999,LSEV1R3,LSEV3,4,0
472,9533046999,LSPB1R5,LSPC0,4,0
473,9533046999,BPBX100,BPBX1,1,0
474,9533046999,BPBY100,BPBY1,1,0
475,9533046999,BWIA100,BWIA1,1,0
476,9533046999,BWIB100,BWIB1,1,0
477,9533046999,DDBD100,DDBD1,1,0
478,9533046999,DWXA1R0,DWXA2,1,0
479,9533046999,DWXC1R0,DWXC2,1,0
480,9533046999,DWXD1R0,DWXD2,1,0
481,9533046999,DWXE1R0,DWXE2,1,0
482,9533046999,DWXF1R0,DWXF2,1,0
483,9533046999,EBPA1R0,EBPA4,6,0
484,9533046999,EEDA1R4,EEDA9,48,0
485,9533046999,EEPJ100,EEPJ1,12,0
486,9533046999,EFOF100,EFOF1,1,0
487,9533046999,ELFF1R2,ELEB5,5,0
488,9533046999,ELFJ1R0,LPMA6,1,0
489,9533046999,ELLA1R1,ELLA4,12,0
490,9533046999,ELVW100,ELVW1,4,0
491,9533046999,ELWQ100,ELWQ1,2,0
492,9533046999,ELWR100,ELWR1,2,0
493,9533046999,ELWU100,ELWU1,2,0
494,9533046999,EMDP100,EMDP2,2,0
495,9533046999,EMDR100,EMDR2,2,0
496,9533046999,EMEC100,EMEC2,2,0
497,9533046999,EMED100,EMED2,2,0
498,9533046999,EMEG100,EMEG2,2,0
499,9533046999,EMNX100,EMNX1,2,0
500,9533046999,EMNY100,EMNY1,2,0
501,9533046999,EMNZ100,EMNZ1,2,0
502,9533046999,EMOZ100,EMOZ1,2,0
503,9533046999,EMPR100,EMPR1,1,0
504,9533046999,EMPR100,EMPR1,1,0
505,9533046999,EMPS100,EMPS1,4,0
506,9533046999,EMPT100,EMPT1,4,0
507,9533046999,EMPU100,EMPU1,4,0
508,9533046999,EMPV100,EMPV1,10,0
509,9533046999,EMPW100,EMPW1,2,0
510,9533046999,EMPY100,EMPY1,2,0
511,9533046999,EMQN100,EMQN1,4,0
512,9533046999,EMQO100,EMQO1,2,0
513,9533046999,EMQP100,EMQP1,2,0
514,9533046999,EMQQ100,EMQQ1,2,0
515,9533046999,EMQU100,EMQU1,2,0
516,9533046999,EMQV100,EMQV1,2,0
517,9533046999,EMQW100,EMQW1,2,0
518,9533046999,EMQX100,EMQX1,2,0
519,9533046999,EMQY100,EMQY1,2,0
520,9533046999,EMRN100,EMRN1,2,0
521,9533046999,EMRO100,EMRO1,2,0
522,9533046999,EMRP100,EMRP1,2,0
523,9533046999,EMRQ100,EMRQ1,2,0
524,9533046999,EMRR100,EMRR1,2,0
525,9533046999,EMRS100,EMRS1,2,0
526,9533046999,EMRV100,EMRV1,2,0
527,9533046999,EMRY100,EMRY1,2,0
528,9533046999,EMRZ100,EMRZ1,2,0
529,9533046999,EMSP100,EMSP1,2,0
530,9533046999,EMSQ100,EMSQ1,2,0
531,9533046999,EMSR100,EMSR1,1,0
532,9533046999,EMSR100,EMSR1,1,0
533,9533046999,EMSS100,EMSS1,5,0
534,9533046999,EMSU100,EMSU1,3,0
535,9533046999,EMSV100,EMSV1,3,0
536,9533046999,EMSW100,EMSW1,3,0
537,9533046999,EMSX100,EMSX1,3,0
538,9533046999,EMSY100,EMSY1,3,0
539,9533046999,EMSZ100,EMSZ1,2,0
540,9533046999,EMTX100,EMTX1,2,0
541,9533046999,EMTY100,EMTY1,2,0
542,9533046999,EMTZ100,EMTZ1,2,0
543,9533046999,EMUL100,EMUL1,6,0
544,9533046999,ESDD1R1,ESDB0,1,0
545,9533046999,ESDD1R1,ESDB0,1,0
546,9533046999,ESSA100,ESSA1,4,0
547,9533046999,EVMA1R2,EVMA3,4,0
548,9533046999,EVMA1R2,EVMA3,1,0
549,9533046999,EVMA1R2,EVMA3,1,0
550,9533046999,FDNA1R0,FDNA0,2,0
551,9533046999,FDNB1R0,FDNB0,1,0
552,9533046999,FDNB1R0,FDNB0,3,0
553,9533046999,FDNC1R0,FDNC0,4,0
554,9533046999,FPRA1R0,FPLC0,6,0
555,9533046999,FSLH1R0,FSLH2,1,0
556,9533046999,FSLI1R0,FSLI2,1,0
557,9533046999,FSLJ1R0,FSLJ2,1,0
558,9533046999,FSLK1R0,FSLK3,1,0
559,9533046999,FSLL1R0,FSLL2,1,0
560,9533046999,FSLM1R0,FSLM2,1,0
561,9533046999,FSLP1R0,FSLP4,2,0
562,9533046999,FSLQ1R0,FSLQ4,2,0
563,9533046999,FSLR1R0,FSLR4,2,0
564,9533046999,FSLS1R0,FSLS4,2,0
565,9533046999,FSLX100,FSLX1,1,0
566,9533046999,FSLY100,FSLY1,1,0
567,9533046999,FSLZ100,FSLZ1,1,0
568,9533046999,FSMO100,FSMO1,2,0
569,9533046999,FSMO1R0,FSMO4,2,0
570,9533046999,FSMP1R0,FSMP4,2,0
571,9533046999,IFIH1R0,IFFO0,2,0
572,9533046999,IFIM1R0,IFFO2,2,0
573,9533046999,IFIO1R1,IFKO6,1,0
574,9533046999,IFIR1R0,IFIR2,1,0
575,9533046999,IFIU1R0,IFFO7,1,0
576,9533046999,IFKI1R1,IFFA2,2,0
577,9533046999,ILLK1R1,ILLK2,1,0
578,9533046999,ILLM1R1,ILLM2,1,0
579,9533046999,IRAA100,IRAA1,2,0
580,9533046999,IRAB100,IRAB1,2,0
