id,inum_id,cbu,sku,qty,mrp
1,9533043309,LSPB1R5,LSPC0,3,0
2,9533043309,BPBY100,BPBY1,1,0
3,9533043309,BWIA100,BWIA1,1,0
4,9533043309,BWIB100,BWIB1,1,0
5,9533043309,CCBC100,CCBC1,2,0
6,9533043309,DWXC1R0,DWXC2,1,0
7,9533043309,DWXF1R0,DWXF2,1,0
8,9533043309,EBPA1R0,EBPA4,6,0
9,9533043309,ECOE100,ECOE1,2,0
10,9533043309,ECOF100,ECOF1,2,0
11,9533043309,ECOG100,ECOG1,2,0
12,9533043309,ECOH100,ECOH1,1,0
13,9533043309,EEDA1R4,EEDA9,48,0
14,9533043309,EEDC100,EEDC1,1,0
15,9533043309,EEPJ100,EEPJ1,24,0
16,9533043309,EFOE100,EFOE1,2,0
17,9533043309,EFOF100,EFOF1,2,0
18,9533043309,ELFF1R2,ELEB5,24,0
19,9533043309,ELFH1R0,LPMA8,1,0
20,9533043309,ELFI1R0,LPMA9,1,0
21,9533043309,ELLA1R1,ELLA4,24,0
22,9533043309,ELLB100,ELLB1,1,0
23,9533043309,ELVW100,ELVW1,4,0
24,9533043309,ELWN100,ELWN1,4,0
25,9533043309,ELWO100,ELWO1,1,0
26,9533043309,ELWQ100,ELWQ1,6,0
27,9533043309,ELWR100,ELWR1,3,0
28,9533043309,ELWU100,ELWU1,5,0
29,9533043309,EMBW100,EMBW0,1,0
30,9533043309,EMCX100,EMCX2,2,0
31,9533043309,EMDP100,EMDP2,2,0
32,9533043309,EMDP100,EMDP2,1,0
33,9533043309,EMDQ100,EMDQ0,3,0
34,9533043309,EMDR100,EMDR2,4,0
35,9533043309,EMDT100,EMDT0,1,0
36,9533043309,EMDW100,EMDW2,1,0
37,9533043309,EMEC100,EMEC2,2,0
38,9533043309,EMEC100,EMEC2,1,0
39,9533043309,EMED100,EMED2,3,0
40,9533043309,EMEF100,EMEF2,2,0
41,9533043309,EMEG100,EMEG2,3,0
42,9533043309,EMEI100,EMEI2,1,0
43,9533043309,EMEK100,EMEK2,1,0
44,9533043309,EMNX100,EMNX1,1,0
45,9533043309,EMNY100,EMNY1,3,0
46,9533043309,EMNZ100,EMNZ1,3,0
47,9533043309,EMOZ100,EMOZ1,3,0
48,9533043309,EMPR100,EMPR1,6,0
49,9533043309,EMPS100,EMPS1,4,0
50,9533043309,EMPT100,EMPT1,2,0
51,9533043309,EMPU100,EMPU1,1,0
52,9533043309,EMPV100,EMPV1,8,0
53,9533043309,EMPW100,EMPW1,2,0
54,9533043309,EMPY100,EMPY1,1,0
55,9533043309,EMPZ100,EMPZ1,1,0
56,9533043309,EMQN100,EMQN1,5,0
57,9533043309,EMQO100,EMQO1,2,0
58,9533043309,EMQP100,EMQP1,2,0
59,9533043309,EMQU100,EMQU1,1,0
60,9533043309,EMQV100,EMQV1,1,0
61,9533043309,EMQY100,EMQY1,1,0
62,9533043309,EMRQ100,EMRQ1,4,0
63,9533043309,EMRR100,EMRR1,5,0
64,9533043309,EMRS100,EMRS1,5,0
65,9533043309,EMRU100,EMRU1,2,0
66,9533043309,EMRV100,EMRV1,1,0
67,9533043309,EMRY100,EMRY1,1,0
68,9533043309,EMSO100,EMSO1,1,0
69,9533043309,EMSQ100,EMSQ1,1,0
70,9533043309,EMSS100,EMSS1,2,0
71,9533043309,EMSZ100,EMSZ1,1,0
72,9533043309,EMTX100,EMTX1,1,0
73,9533043309,EMUL100,EMUL1,2,0
74,9533043309,EMUP100,EMUP1,1,0
75,9533043309,EMUQ100,EMUQ1,3,0
76,9533043309,EMUR100,EMUR1,3,0
77,9533043309,EMUS100,EMUS1,3,0
78,9533043309,EMUT100,EMUT1,2,0
79,9533043309,EMUU100,EMUU1,3,0
80,9533043309,EMUW100,EMUW1,1,0
81,9533043309,EMVN100,EMVN1,1,0
82,9533043309,EMVO100,EMVO1,1,0
83,9533043309,ENEM100,ENEM1,1,0
84,9533043309,ENEN100,ENEN1,1,0
85,9533043309,ENEO100,ENEO1,1,0
86,9533043309,ENEP100,ENEP1,1,0
87,9533043309,ENEQ100,ENEQ1,1,0
88,9533043309,ENES100,ENES1,1,0
89,9533043309,ENET100,ENET1,1,0
90,9533043309,ENEU100,ENEU1,1,0
91,9533043309,ENEV100,ENEV1,1,0
92,9533043309,ENEW100,ENEW1,1,0
93,9533043309,EVMA1R2,EVMA3,1,0
94,9533043309,FBPA100,FBPA1,1,0
95,9533043309,FDNA1R0,FDNA0,1,0
96,9533043309,FDNB1R0,FDNB0,1,0
97,9533043309,FDNC1R0,FDNC0,3,0
